cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,272,1,30945634.24,100000006866783100|100000008477350100|100000000437046100|100000004351795100|100000004070318100,"Наблюдаемое сообщество из 272 клиентов; 1 seed, 62 узлов на границе depth=4."
1,153,5,19806790.0,100000003684369100|100000008748914100|100000008304139100|100000004358004100|100000005493505100,"Наблюдаемое сообщество из 153 клиентов; 5 seed, 6 узлов на границе depth=4."
2,129,7,18799215.28,100000003016635100|100000005287097100|100000004188160100|100000000706545100|100000008650785100,"Наблюдаемое сообщество из 129 клиентов; 7 seed, 6 узлов на границе depth=4."
3,126,0,16904328.0,100000008603629100|100000000661912100|100000001857829100|100000004679953100|100000003880331100,"Наблюдаемое сообщество из 126 клиентов; 0 seed, 50 узлов на границе depth=4."
4,126,0,24907250.33,100000000331309100|100000006889963100|100000001330685100|100000003796063100|100000008560717100,"Наблюдаемое сообщество из 126 клиентов; 0 seed, 35 узлов на границе depth=4."
5,123,0,26879692.0,100000008547844100|100000008547948100|100000008465789100|100000008489922100|100000008466579100,"Наблюдаемое сообщество из 123 клиентов; 0 seed, 49 узлов на границе depth=4."
6,112,0,4050628.0,100000002578405100|100000005041905100|100000004292885100|100000001632325100|100000008712827100,"Наблюдаемое сообщество из 112 клиентов; 0 seed, 0 узлов на границе depth=4."
7,111,1,3281876.0,100000002527114100|100000003942602100|100000004739664100|100000001952325100|100000008737422100,"Наблюдаемое сообщество из 111 клиентов; 1 seed, 0 узлов на границе depth=4."
8,65,3,9399820.0,100000001616816100|100000007982728100|100000004015047100|100000005514161100|100000003977183100,"Наблюдаемое сообщество из 65 клиентов; 3 seed, 3 узлов на границе depth=4."
9,61,0,4350466.67,100000005704413100|100000008104567100|100000004569484100|100000008379273100|100000005473151100,"Наблюдаемое сообщество из 61 клиентов; 0 seed, 27 узлов на границе depth=4."
10,59,1,6772097.0,100000000343175100|100000006707582100|100000003115284100|100000002941114100|100000004677680100,"Наблюдаемое сообщество из 59 клиентов; 1 seed, 7 узлов на границе depth=4."
11,56,1,10014014.02,100000007747786100|100000001677929100|100000005782781100|100000002872399100|100000002921047100,"Наблюдаемое сообщество из 56 клиентов; 1 seed, 2 узлов на границе depth=4."
12,55,1,3064863.0,100000008680731100|100000008636603100|100000001899164100|100000004692798100|100000002973903100,"Наблюдаемое сообщество из 55 клиентов; 1 seed, 8 узлов на границе depth=4."
13,51,0,13990812.0,100000001287955100|100000002748180100|100000005242320100|100000008742053100|100000008512827100,"Наблюдаемое сообщество из 51 клиентов; 0 seed, 11 узлов на границе depth=4."
14,50,3,4135421.0,100000008346837100|100000005454368100|100000005074393100|100000008003034100|100000004004621100,"Наблюдаемое сообщество из 50 клиентов; 3 seed, 13 узлов на границе depth=4."
15,44,0,10215968.84,100000005933757100|100000001937767100|100000004159526100|100000002963189100|100000002605308100,"Наблюдаемое сообщество из 44 клиентов; 0 seed, 7 узлов на границе depth=4."
16,41,3,4888834.28,100000008418835100|100000004156082100|100000005339662100|100000004269433100|100000004820260100,"Наблюдаемое сообщество из 41 клиентов; 3 seed, 1 узлов на границе depth=4."
17,41,0,5151924.1899999995,100000003242289100|100000008413748100|100000006225798100|100000008512552100|100000008221543100,"Наблюдаемое сообщество из 41 клиентов; 0 seed, 9 узлов на границе depth=4."
18,39,0,2090445.0,100000002733905100|100000001166289100|100000001697501100|100000008737958100|100000005342513100,"Наблюдаемое сообщество из 39 клиентов; 0 seed, 0 узлов на границе depth=4."
19,30,1,4579928.59,100000005498992100|100000002838861100|100000001162560100|100000003071930100|100000006443391100,"Наблюдаемое сообщество из 30 клиентов; 1 seed, 0 узлов на границе depth=4."
20,30,0,8045494.0,100000008710843100|100000005527892100|100000001887715100|100000002748532100|100000008743913100,"Наблюдаемое сообщество из 30 клиентов; 0 seed, 3 узлов на границе depth=4."
21,30,1,6513430.0,100000005409680100|100000003854444100|100000003873332100|100000007594394100|100000008546855100,"Наблюдаемое сообщество из 30 клиентов; 1 seed, 5 узлов на границе depth=4."
22,29,0,446070.0,100000008460102100|100000001164648100|100000004891562100|100000002706810100|100000008715513100,"Наблюдаемое сообщество из 29 клиентов; 0 seed, 27 узлов на границе depth=4."
23,26,14,2289450.0,100000004403675100|100000005382566100|100000005523088100|100000008516839100|100000005668605100,"Наблюдаемое сообщество из 26 клиентов; 14 seed, 2 узлов на границе depth=4."
24,20,0,617900.0,100000003154105100|100000001427082100|100000002185328100|100000002448088100|100000000723383100,"Наблюдаемое сообщество из 20 клиентов; 0 seed, 15 узлов на границе depth=4."
25,18,0,3422800.0,100000003701161100|100000008137435100|100000002267998100|100000003718221100|100000008238989100,"Наблюдаемое сообщество из 18 клиентов; 0 seed, 2 узлов на границе depth=4."
26,17,1,21586840.0,100000004813068100|100000004603109100|100000004892144100|100000002224132100|100000001965374100,"Наблюдаемое сообщество из 17 клиентов; 1 seed, 0 узлов на границе depth=4."
27,15,0,850450.0,100000002472632100|100000001526235100|100000005505655100|100000001788284100|100000002984403100,"Наблюдаемое сообщество из 15 клиентов; 0 seed, 6 узлов на границе depth=4."
28,15,0,3626010.0,100000008461532100|100000000791285100|100000003122817100|100000006704530100|100000002691583100,"Наблюдаемое сообщество из 15 клиентов; 0 seed, 6 узлов на границе depth=4."
29,14,0,1605604.0,100000008213966100|100000007382543100|100000003001661100|100000000838385100|100000004407753100,"Наблюдаемое сообщество из 14 клиентов; 0 seed, 6 узлов на границе depth=4."
30,13,0,6748650.0,100000007442518100|100000000673868100|100000008258083100|100000000821507100|100000002911170100,"Наблюдаемое сообщество из 13 клиентов; 0 seed, 2 узлов на границе depth=4."
31,12,3,4781411.0,100000008637537100|100000001732159100|100000008314203100|100000003404627100|100000002681449100,"Наблюдаемое сообщество из 12 клиентов; 3 seed, 4 узлов на границе depth=4."
32,11,0,3784703.0,100000003004487100|100000002175422100|100000002710570100|100000003557488100|100000001317336100,"Наблюдаемое сообщество из 11 клиентов; 0 seed, 3 узлов на границе depth=4."
33,10,0,322010.0,100000008172352100|100000007322059100|100000000993112100|100000004552204100|100000001597505100,"Наблюдаемое сообщество из 10 клиентов; 0 seed, 1 узлов на границе depth=4."
34,10,0,603900.0,100000003635170100|100000002156381100|100000004209339100|100000008501413100|100000002696152100,"Наблюдаемое сообщество из 10 клиентов; 0 seed, 2 узлов на границе depth=4."
35,10,0,1727065.0,100000004076740100|100000004017410100|100000005519998100|100000004336312100|100000005767403100,"Наблюдаемое сообщество из 10 клиентов; 0 seed, 2 узлов на границе depth=4."
36,9,0,1406982.0,100000002217161100|100000001445848100|100000007647294100|100000002242066100|100000008254576100,"Наблюдаемое сообщество из 9 клиентов; 0 seed, 1 узлов на границе depth=4."
37,8,0,2473417.91,100000004906181100|100000008175078100|100000008675322100|100000000557536100|100000008349740100,"Наблюдаемое сообщество из 8 клиентов; 0 seed, 7 узлов на границе depth=4."
38,8,0,389000.0,100000005507142100|100000002612809100|100000002214207100|100000001825934100|100000005264874100,"Наблюдаемое сообщество из 8 клиентов; 0 seed, 4 узлов на границе depth=4."
39,8,1,941557.0,100000004007116100|100000004144536100|100000004160650100|100000002886166100|100000004064431100,"Наблюдаемое сообщество из 8 клиентов; 1 seed, 1 узлов на границе depth=4."
40,7,0,143000.0,100000004508696100|100000000507799100|100000005911352100|100000002217806100|100000004549591100,"Наблюдаемое сообщество из 7 клиентов; 0 seed, 2 узлов на границе depth=4."
41,7,0,3077000.0,100000002241986100|100000001053894100|100000002594214100|100000004047887100|100000001286703100,"Наблюдаемое сообщество из 7 клиентов; 0 seed, 6 узлов на границе depth=4."
42,7,1,618550.0,100000006232815100|100000001380054100|100000000703894100|100000005077484100|100000004463277100,"Наблюдаемое сообщество из 7 клиентов; 1 seed, 0 узлов на границе depth=4."
43,7,0,1765600.0,100000007392365100|100000007865484100|100000008551752100|100000003631015100|100000004976946100,"Наблюдаемое сообщество из 7 клиентов; 0 seed, 6 узлов на границе depth=4."
44,7,0,1268308.0,100000008011159100|100000006169033100|100000006232642100|100000003664994100|100000005754335100,"Наблюдаемое сообщество из 7 клиентов; 0 seed, 2 узлов на границе depth=4."
45,6,0,2540000.0,100000004479404100|100000004717647100|100000002922000100|100000002659103100|100000001533161100,"Наблюдаемое сообщество из 6 клиентов; 0 seed, 4 узлов на границе depth=4."
46,6,1,275885.0,100000005485830100|100000005895525100|100000002462183100|100000005056870100|100000007175718100,"Наблюдаемое сообщество из 6 клиентов; 1 seed, 0 узлов на границе depth=4."
47,6,0,2534500.0,100000004722765100|100000003747133100|100000005075949100|100000006527156100|100000002578653100,"Наблюдаемое сообщество из 6 клиентов; 0 seed, 3 узлов на границе depth=4."
48,6,0,720900.0,100000008761219100|100000007472293100|100000006638021100|100000008333492100|100000002794374100,"Наблюдаемое сообщество из 6 клиентов; 0 seed, 4 узлов на границе depth=4."
49,5,0,1189154.0,100000000291906100|100000004670388100|100000000291908100|100000004722630100|100000004691350100,"Наблюдаемое сообщество из 5 клиентов; 0 seed, 2 узлов на границе depth=4."
50,5,0,172000.0,100000005031696100|100000004659919100|100000002700161100|100000008461217100|100000001223977100,"Наблюдаемое сообщество из 5 клиентов; 0 seed, 2 узлов на границе depth=4."
51,5,0,1138730.0,100000008430691100|100000007330432100|100000003321895100|100000003692843100|100000002371892100,"Наблюдаемое сообщество из 5 клиентов; 0 seed, 3 узлов на границе depth=4."
52,5,1,2809200.0,100000008571433100|100000004135268100|100000007507343100|100000002738256100|100000004979498100,"Наблюдаемое сообщество из 5 клиентов; 1 seed, 0 узлов на границе depth=4."
