gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.9175679851139275,0,0.5474424319542726,Вход от 3 контр.: 110000.00 KZT; выход 16685.00 KZT. Порог входа: ≥2 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000018102100,peripheral,0.5,0,0.25603627029710974,Вход/выход 1/0 контр.; потоки 7000.00/0.00 KZT. Правила 5 основных ролей не выполнены. Depth=4: продолжение неизвестно.
100000000031787100,transit,0.82069880490884,11,0.4844327489888212,Вход/выход: 90000.00/90000.00 KZT; отношение ≈1.00. Баланс 1 ≥ 0.591789. Только наблюдаемые переводы ≥5000 KZT.
100000000041368100,peripheral,1.0,1,0.3819432636498062,Вход/выход 1/0 контр.; потоки 160000.00/0.00 KZT. Правила 5 основных ролей не выполнены. Только наблюдаемые переводы ≥5000 KZT.
100000000076451100,consolidator,0.5470392821285256,16,0.49934144311843665,Вход от 3 контр.: 87707.00 KZT; выход 58000.00 KZT. Порог входа: ≥2 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000089154100,distributor,0.8059968724007399,1,0.5663443537809709,Выход 15 контр.: 425500.00 KZT; вход 10000.00 KZT. Порог выхода: ≥3 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000190228100,peripheral,1.0,19,0.34170022611712914,Вход/выход 1/1 контр.; потоки 5000.00/28560.00 KZT. Правила 5 основных ролей не выполнены. Только наблюдаемые переводы ≥5000 KZT.
100000000201868100,transit,0.7825149699776355,2,0.5432002617189342,Вход/выход: 190000.00/190000.00 KZT; отношение ≈1.00. Баланс 1 ≥ 0.591789. Только наблюдаемые переводы ≥5000 KZT.
100000000254336100,consolidator,0.527762272192574,0,0.4107741273366956,Вход от 2 контр.: 97177.00 KZT; выход 60000.00 KZT. Порог входа: ≥2 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000267734100,distributor,0.4871223097037076,11,0.5009142695004578,Выход 7 контр.: 282000.00 KZT; вход 180000.00 KZT. Порог выхода: ≥3 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000274067100,consolidator,0.527766200736191,11,0.5163678307192897,Вход от 2 контр.: 517704.00 KZT; выход 2969000.00 KZT. Порог входа: ≥2 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000287768100,peripheral,1.0,0,0.2973147866397435,Вход/выход 1/0 контр.; потоки 35168.00/0.00 KZT. Правила 5 основных ролей не выполнены. Только наблюдаемые переводы ≥5000 KZT.
100000000288317100,consolidator,0.49702867103383336,0,0.41550596851917204,Вход от 2 контр.: 100000.00 KZT; выход 53500.00 KZT. Порог входа: ≥2 контр. Только наблюдаемые переводы ≥5000 KZT.
100000000291906100,transit,0.5048057132753319,49,0.5143199085940919,Вход/выход: 388000.00/455854.00 KZT; отношение ≈1.17. Баланс 0.85115 ≥ 0.591789. Только наблюдаемые переводы ≥5000 KZT.
100000000291908100,peripheral,1.0,49,0.3835624683773475,Вход/выход 1/1 контр.; потоки 295500.00/13300.00 KZT. Правила 5 основных ролей не выполнены. Только наблюдаемые переводы ≥5000 KZT.
100000000297649100,peripheral,1.0,12,0.38481255620991406,Вход/выход 1/1 контр.; потоки 40000.00/70600.00 KZT. Правила 5 основных ролей не выполнены. Только наблюдаемые переводы ≥5000 KZT.
